paper_id;year;title;abstract;key words;manual_class;gpt_class;trend_stage_numeric;classification_agreement
47;2020;Blockchain for the future of sustainable supply chain management in Industry 4.0;"The objective of this study is to provide an overview of Blockchain technology and Industry 4.0 for advancing supply chains towards sustainability. First, extracted from the existing literature, we evaluate the capabilities of Industry 4.0 for sustainability under three main topics of (1) Internet of things (IoT)-enabled energy management in smart factories; (2) smart logistics and transportation; and (3) smart business models. We expand beyond Industry 4.0 with unfolding the capabilities that Blockchain offers for increasing sustainability, under four main areas: (1) design of incentive mechanisms and tokenization to promote consumer green behavior; (2) enhance visibility across the entire product lifecycle; (3) increase systems efficiency while decreasing development and operational costs; and (4) foster sustainability monitoring and reporting performance across supply chain networks. Furthermore, Blockchain technology capabilities for contributing to social and environmental sustainability, research gaps, adversary effects of Blockchain, and future research directions are discussed.";"Blockchain; Sustainable supply chain management; Industry 4.0; Transparency; Traceability; Digitalization";Buzz;Emerging;3;0
48;2019;Towards Secure Industrial IoT: Blockchain System With Credit-Based Consensus Mechanism;Industrial Internet of Things (IIoT) plays an indispensable role for Industry 4.0, where people are committed to implement a general, scalable, and secure IIoT system to be adopted across various industries. However, existing IIoT systems are vulnerable to single point of failure and malicious attacks, which cannot provide stable services. Due to the resilience and security promise of blockchain, the idea of combining blockchain and Internet of Things (IoT) gains considerable interest. However, blockchains are power-intensive and low-throughput, which are not suitable for power-constrained IoT devices. To tackle these challenges, we present a blockchain system with credit-based consensus mechanism for IIoT. We propose a credit-based proof-of-work (PoW) mechanism for IoT devices, which can guarantee system security and transaction efficiency simultaneously. In order to protect sensitive data confidentiality, we design a data authority management method to regulate the access to sensor data. In addition, our system is built based on directed acyclic graph -structured blockchains, which is more efficient than the Satoshi-style blockchain in performance. We implement the system on Raspberry Pi, and conduct a case study for the smart factory. Extensive evaluation and analysis results demonstrate that credit-based PoW mechanism and data access control are secure and efficient in IIoT.;"Blockchain; smart manufacturing; logic gates; industries; throughput; access control";Emerging;Mature;2;0
49;2020;Privacy-Preserved Data Sharing Towards Multiple Parties in Industrial IoTs;The effective physical data sharing has been facilitating the functionality of Industrial IoTs, which is believed to be one primary basis for Industry 4.0. These physical data, while providing pivotal information for multiple components of a production system, also bring in severe privacy issues for both workers and manufacturers, thus aggravating the challenges for data sharing. Current designs tend to simplify the behaviors of participants for better theoretical analysis, and they cannot properly handle the challenges in IIoTs where the behaviors are more complicated and correlated. Therefore, this paper proposes a privacy-preserved data sharing framework for IIoTs, where multiple competing data consumers exist in different stages of the system. The framework allows data contributors to share their contents upon requests. The uploaded contents will be perturbed to preserve the sensitive status of contributors. The differential privacy is adopted in the perturbation to guarantee the privacy preservation. Then the data collector will process and relay contents with subsequent data consumers. This data collector will gain both its own data utility and extra profits in data relay. Two algorithms are proposed for data sharing in different scenarios, based on whether the service provider will further process the contents to retain its exclusive utility. This work also provides for both algorithms a comprehensive consideration on privacy, data utility, bandwidth efficiency, payment, and rationality for data sharing. Finally, the evaluation on real-world datasets demonstrates the effectiveness of proposed methods, together with clues for data sharing towards Industry 4.0.;"Privacy; industries; production; differential privacy; relays";Weak;Weak;1;1
50;2017;A review of industrial wireless networks in the context of Industry 4.0;There have been many recent advances in wireless communication technologies, particularly in the area of wireless sensor networks, which have undergone rapid development and been successfully applied in the consumer electronics market. Therefore, wireless networks (WNs) have been attracting more attention from academic communities and other domains. From an industrial perspective, WNs present many advantages including flexibility, low cost, easy deployment and so on. Therefore, WNs can play a vital role in the Industry 4.0 framework, and can be used for smart factories and intelligent manufacturing systems. In this paper, we present an overview of industrial WNs (IWNs), discuss IWN features and related techniques, and then provide a new architecture based on quality of service and quality of data for IWNs. We also propose some applications for IWNs and IWN standards. Then, we will use a case from our previous achievements to explain how to design an IWN under Industry 4.0. Finally, we highlight some of the design challenges and open issues that still need to be addressed to make IWNs truly ubiquitous for a wide range of applications.;"Industrial wireless networks; Industry 4.0; quality of service; quality of data; wireless sensor networks; industrial applications";Emerging;Buzz;2;0
51;2017;The evolution of production systems from Industry 2.0 through Industry 4.0;This paper discusses production systems with a focus on the relationships between product supply and customer demand in the context of Industry 2.0–4.0. One driver of production evolution is changes in customer demand over time, which is categorised into several dimensions. Major production systems – flow line, Toyota production system (TPS), job shop, cell, flexible manufacturing system and seru – have been developed and applied to supplies to match different demand dimensions over time. For each production system, two questions are addressed: what and how. Comparisons between seru with TPS and cell are given. The possibilities of a future smart factory equipped with internet of things are discussed. The demand dimensions of Industry 4.0, the product architecture change in the automobile industry and the impact of 3D printing are elaborated. Potential applications of lean and seru principles for Industry 4.0 are presented.;"Seru; flow line; TPS; FMS; IoT";Mature;Buzz;4;0
52;2019;A state-of-the-art survey of Digital Twin: techniques, engineering product lifecycle management and business innovation perspectives;With the rapid advancement of cyber-physical systems, Digital Twin (DT) is gaining ever-increasing attention owing to its great capabilities to realize Industry 4.0. Enterprises from different fields are taking advantage of its ability to simulate real-time working conditions and perform intelligent decision-making, where a cost-effective solution can be readily delivered to meet individual stakeholder demands. As a hot topic, many approaches have been designed and implemented to date. However, most approaches today lack a comprehensive review to examine DT benefits by considering both engineering product lifecycle management and business innovation as a whole. To fill this gap, this work conducts a state-of-the art survey of DT by selecting 123 representative items together with 22 supplementary works to address those two perspectives, while considering technical aspects as a fundamental. The systematic review further identifies eight future perspectives for DT, including modular DT, modeling consistency and accuracy, incorporation of Big Data analytics in DT models, DT simulation improvements, VR integration into DT, expansion of DT domains, efficient mapping of cyber-physical data and cloud/edge computing integration. This work sets out to be a guide to the status of DT development and application in today’s academic and industrial environment.;"Digital Twin; cyber-physical system; business model; product lifecycle management; review";Mature;Mature;4;1
53;2020;From Industry 4.0 to Agriculture 4.0: Current Status, Enabling Technologies, and Research Challenges;The three previous industrial revolutions profoundly transformed agriculture industry from indigenous farming to mechanized farming and recent precision agriculture. Industrial farming paradigm greatly improves productivity, but a number of challenges have gradually emerged, which have exacerbated in recent years. Industry 4.0 is expected to reshape the agriculture industry once again and promote the fourth agricultural revolution. In this article, first, we review the current status of industrial agriculture along with lessons learned from industrialized agricultural production patterns, industrialized agricultural production processes, and the industrialized agri-food supply chain. Furthermore, five emerging technologies, namely the Internet of Things, robotics, artificial intelligence, big data analytics, and blockchain, toward Agriculture 4.0 are discussed. Specifically, we focus on the key applications of these emerging technologies in the agricultural sector and corresponding research challenges. This article aims to open up new research opportunities for readers, particularly industrial practitioners.;"Agriculture; animals; supply chains; productivity; soil";Buzz;Emerging;3;0
54;2017;Working Together: A Review on Safe Human-Robot Collaboration in Industrial Environments;After many years of rigid conventional procedures of production, industrial manufacturing is going through a process of change toward flexible and intelligent manufacturing, the so-called Industry 4.0. In this paper, human-robot collaboration has an important role in smart factories since it contributes to the achievement of higher productivity and greater efficiency. However, this evolution means breaking with the established safety procedures as the separation of workspaces between robot and human is removed. These changes are reflected in safety standards related to industrial robotics since the last decade, and have led to the development of a wide field of research focusing on the prevention of human-robot impacts and/or the minimization of related risks or their consequences. This paper presents a review of the main safety systems that have been proposed and applied in industrial robotic environments that contribute to the achievement of safe collaborative human-robot work. Additionally, a review is provided of the current regulations along with new concepts that have been introduced in them. The discussion presented in this paper includes multidisciplinary approaches, such as techniques for estimation and the evaluation of injuries in human-robot collisions, mechanical and software devices designed to minimize the consequences of human-robot impact, impact detection systems, and strategies to prevent collisions or minimize their consequences when they occur.;"Service robots; safety; robot sensing systems; collaboration; standards; collision avoidance";Buzz;Buzz;3;1
55;2019;Assessing relations between Circular Economy and Industry 4.0: a systematic literature review;Industry 4.0 (I4.0) and Circular Economy (CE) are undoubtedly two of the most debated topics of the last decades. Progressively, they gained the interest of policymakers, practitioners and scholars all over the world. Even if they have been usually described as two independent research fields, there are some examples presenting overlaps between these topics, represented by hybrid categories like Circular I4.0 and Digital CE. Starting from these two perspectives, an innovative framework both highlighting the links between I4.0 and CE and unveiling future research fields has been developed. Basing on one of the two perspectives, results show as it is possible to enhance a set of different relations. Depending on a dedicated area of either CE or I4.0 it is possible to see the prevalence of some I4.0 technology than others. However, the influence of I4.0 technologies on CE is always verified.;"Circular economy; Circular Industry 4.0; digital circular economy; Industry 4.0; systematic literature review";Buzz;Buzz;3;1
56;2020;The applications of Industry 4.0 technologies in manufacturing context: a systematic literature review;Industry 4.0 (I4.0) encompasses a plethora of digital technologies effecting on manufacturing enterprises. Most research on this topic examines the effects in the smart factory domain, focusing on production scheduling. However, there is still a lack of comprehensive research on the applications of I4.0 enabling technologies in manufacturing life-cycle processes. This paper is thus intended to provide a systematic literature review answering the following research question: What are the applications of I4.0 enabling technologies in the business processes of manufacturing companies? The study analyses 186 articles and the results show that production scheduling and control is the process most often investigated, while there is also an increasing trend in servitization and circular supply chain management. Moreover, there is extensive combined use of IoT, Big Data Analytics and Cloud, whose applications cover a wide range of processes. On the contrary, other technology like Blockchain is not as widely discussed in the domain of I4.0. This picture calls for a future research agenda extending the scope of investigation into I4.0 in manufacturing. Furthermore, the results of this research can prove extremely useful for practitioners who wish to implement one or more technologies, providing them with solutions for applications in manufacturing.;"Industry 4.0; manufacturing systems; advanced manufacturing technology; manufacturing processes; smart manufacturing; literature review";Emerging;Mature;2;0
57;2019;Logistics 4.0: a systematic review towards a new logistics system;Enterprises are confronted with new customer requirements and challenged by global competition leading to fundamental changes of today’s industry. Against this background, at present Industry 4.0 is the main concept of dealing with these challenges in manufacturing. Lacking a comparable covering concept in logistics, this study aims to stringently unify diverse approaches in research to a Logistics 4.0-framework in order to generate a new picture of the state of logistics research. In this article, a comprehensive framework of Logistics 4.0 is developed. First, the term Logistics 4.0 is defined, and then a systematic literature review of 114 articles on Logistics 4.0 is performed. The resulting framework combines external triggers, main technological innovations, impacts of human interactions and logistics tasks. Existing solutions that support Logistics 4.0 are summarised according to the technologies: internet of things, cyber-physical systems, Big Data, cloud computing, mobile-based systems, social media-based systems and further technologies. Managerial implications are outlined and open research issues are examined. For researchers, this review offers the possibility to unify and expand existing solutions and to identify links and interfaces that are still needed. As for managerial implications, this framework can be used to identify future strategies and technologies to fulfil certain logistics tasks, but also to develop new technological solutions for current and future demands.;"Logistics; Industry 4.0; smart logistics; Internet of Things; big data; systematic literature review";Mature;Mature;4;1
58;2021;Digital twins-based smart manufacturing system design in Industry 4.0: A review;A smart manufacturing system (SMS) is a multi-field physical system with complex couplings among various components. Usually, designers in various fields can only design subsystems of an SMS based on the limited cognition of dynamics. Conducting SMS designs concurrently and developing a unified model to effectively imitate every interaction and behavior of manufacturing processes are challenging. As an emerging technology, digital twins can achieve semi-physical simulations to reduce the vast time and cost of physical commissioning/reconfiguration by the early detection of design errors/flaws of the SMS. However, the development of the digital twins concept in the SMS design remains vague. An innovative Function-Structure-Behavior-Control-Intelligence-Performance (FSBCIP) framework is proposed to review how digital twins technologies are integrated into and promote the SMS design based on a literature search in the Web of Science database. The definitions, frameworks, major design steps, new blueprint models, key enabling technologies, design cases, and research directions of digital twins-based SMS design are presented in this survey. It is expected that this survey will shed new light on urgent industrial concerns in developing new SMSs in the Industry 4.0 era.;"  Digital twins; Smart manufacturing; Industry 4.0; System design; Review";Mature;Emerging;4;0
59;2018;A Survey on Industrial Internet of Things: A Cyber-Physical Systems Perspective;The vision of Industry 4.0, otherwise known as the fourth industrial revolution, is the integration of massively deployed smart computing and network technologies in industrial production and manufacturing settings for the purposes of automation, reliability, and control, implicating the development of an Industrial Internet of Things (I-IoT). Specifically, I-IoT is devoted to adopting the IoT to enable the interconnection of anything, anywhere, and at any time in the manufacturing system context to improve the productivity, efficiency, safety, and intelligence. As an emerging technology, I-IoT has distinct properties and requirements that distinguish it from consumer IoT, including the unique types of smart devices incorporated, network technologies and quality-of-service requirements, and strict needs of command and control. To more clearly understand the complexities of I-IoT and its distinct needs and to present a unified assessment of the technology from a systems’ perspective, in this paper, we comprehensively survey the body of existing research on I-IoT. Particularly, we first present the I-IoT architecture, I-IoT applications (i.e., factory automation and process automation), and their characteristics. We then consider existing research efforts from the three key system aspects of control, networking, and computing. Regarding control, we first categorize industrial control systems and then present recent and relevant research efforts. Next, considering networking, we propose a three-dimensional framework to explore the existing research space and investigate the adoption of some representative networking technologies, including 5G, machine-to-machine communication, and software-defined networking. Similarly, concerning computing, we again propose a second three-dimensional framework that explores the problem space of computing in I-IoT and investigate the cloud, edge, and hybrid cloud and edge computing platforms. Finally, we outline particular challenges and future research needs in control, networking, and computing systems, as well as for the adoption of machine learning in an I-IoT context.;"Manufacturing; automation; machine learning; sensors; production; control systems; cloud computing";Mature;Emerging;4;0
60;2020;Big data analytics and artificial intelligence pathway to operational performance under the effects of entrepreneurial orientation and environmental dynamism: A study of manufacturing organisations;The importance of big data analytics, artificial intelligence, and machine learning has been at the forefront of research for operations and supply chain management. Literature has reported the influence of big data analytics for improved operational performance, but there has been a paucity of research regarding the role of entrepreneurial orientation (EO) on the adoption of big data analytics. To address this gap, we draw on the dynamic capabilities view of firms and on contingency theory to develop and test a model that describes the role of EO on the adoption of big data analytics powered by artificial intelligence (BDA-AI) and operational performance (OP). We tested our research hypotheses using a survey of 256 responses gathered using a pre-tested questionnaire from manufacturing firms in India with the help of the National Association of Software and Services Companies (NASSCOM) and the Federation of Indian Chambers of Commerce and Industry (FICCI). The results from our analysis indicate that EO enables an organisation to exploit and further explore the BDA-AI capabilities to achieve superior OP. Further, our results provide empirical evidence based on data analysis that EO is strongly associated with higher order capabilities (such as BDA-AI) and OP under differential effects of environmental dynamism (ED). These findings extend the dynamic capability view and contingency theory to create better understanding of dynamic capabilities of the organisation while also providing theoretically grounded guidance to the managers to align their EO with their technological capabilities within their firms.;"Big data analytics; Artificial intelligence; Operational performance; Entrepreneurial orientation; Environmental dynamism; Manufacturing organisations";Mature;Mature;4;1
61;2019;Review of job shop scheduling research and its new perspectives under Industry 4.0;Traditional job shop scheduling is concentrated on centralized scheduling or semi-distributed scheduling. Under the Industry 4.0, the scheduling should deal with a smart and distributed manufacturing system supported by novel and emerging manufacturing technologies such as mass customization, Cyber-Physics Systems, Digital Twin, and SMAC (Social, Mobile, Analytics, Cloud). The scheduling research needs to shift its focus to smart distributed scheduling modeling and optimization. In order to transferring traditional scheduling into smart distributed scheduling (SDS), we aim to answer two questions: (1) what traditional scheduling methods and techniques can be combined and reused in SDS and (2) what are new methods and techniques required for SDS. In this paper, we first review existing researches from over 120 papers and answer the first question and then we explore a future research direction in SDS and discuss the new techniques for developing future new JSP scheduling models and constructing a framework on solving the JSP problem under Industry 4.0.;"JSP scheduling; artificial intelligence; smart factory; smart distributed scheduling";Buzz;Mature;3;0
62;2017;A review of the meanings and the implications of the Industry 4.0 concept;The global industrial landscape has changed deeply in the last few years due to successive technological developments and innovations in manufacturing processes. The Industry 4.0 concept has emerged and the academic literature has paid an increased attention to this topic, which remains non-consensual or ill defined. In this research, a literature review is made to understand this concept in its technological dimension, and to comprehend its impacts. This new industrial paradigm brings together the digital and physical worlds through the Cyber-Physical Systems enhanced by Internet of Things and it is expected that this novel has consequences on industry, markets and economy, improving production processes and increasing productivity, affecting the whole product lifecycle, creating new business models, changing the work environment and restructuring the labor market. Therefore, this paper focuses on Industry 4.0 concept and contributes for its clarification and further understanding about the importance and implications of this complex technological system.;"Industry 4.0; industrial paradigm; innovation; Fourth Industrial Revolution; technological development";Emerging;Buzz;2;0
63;2018;Long short-term memory for machine remaining life prediction;"Reliable tracking of performance degradation in dynamical systems such as manufacturing machines or aircraft engines and consequently, prediction of the remaining useful life (RUL) are one of the major challenges in realizing smart manufacturing. Traditional machine learning algorithms are often constrained in adapting to the complex and non-linear characteristics of manufacturing systems and processes. With the rapid development of modern computational hardware, Deep Learning has emerged as a promising computational technique for dynamical system prediction due to its enhanced capability to characterize the system complexity, overcoming the shortcomings of those traditional methods. In this paper, a new approach based on the Long Short-Term Memory (LSTM) network, an architecture that is specialized in discovering the underlying patterns embedded in time series, is proposed to track the system degradation and consequently, to predict the RUL. The objectives of this paper are: 1) translating the raw sensor data to an interpretable health index with the aim of better describing the system health condition; and 2) tracking the historical system degradation for accurate prediction of its future health condition. Evaluation using NASA’s C-MAPSS dataset verifies the effectiveness of the proposed method. Compared with other machine learning techniques, LSTM turns out to be more powerful and accurate in revealing degradation patterns, enabled by its time-dependent structure in nature.";"Long short-term memory; Remaining useful life; Prognostics and health management; Deep learning; Machine learning; Condition-based maintenance";Emerging;Mature;2;0
64;2021;Digital Twin as a Service (DTaaS) in Industry 4.0: An Architecture Reference Model;Recent findings have shown that Digital Twin served multiple constituencies. However, the dilemma between the scope and scale needs a sophisticated reference architecture, a right set of technologies, and a suitable business model. Most studies in the Digital Twin field have only focused on manufacturing and proposed explicit frameworks and architecture, which faced challenges to support different integration levels through an agile process. Besides, no known empirical research has focused on exploring relationships between Digital Twin and mass individualization. Therefore, the principal objective of this study was to identify suitable Industry 4.0 technologies and a holistic reference architecture model to accomplish the most challenging Digital Twin enabled applications. In this study, a Digital Twin reference architecture was developed and applied in an industrial case. Also, Digital Twin as a Service (DTaaS) paradigm utilized for the digital transformation of unique wetlands with considerable advantages, including smart scheduled maintenance, real-time monitoring, remote controlling, and predicting functionalities. The findings indicate that there is a significant relationship between Digital Twin capabilities as a service and mass individualization.;"Digital Twin; Digital Twin as a Service (DTaaS); Industry 4.0; Reference architecture; Cloud computing; Cyber-physical systems";Emerging;Emerging;2;1
65;2017;New IT Driven Service-Oriented Smart Manufacturing: Framework and Characteristics;Recently, along with the wide application of new generation information technologies (New IT) in manufacturing, many countries issued their national advanced manufacturing development strategies, such as Industrial Internet, Industry 4.0, and Made in China 2025. One common aim of these strategies is to achieve smart manufacturing, which demands the interoperation, integration, and fusion of the physical world and the cyber world of manufacturing. As well, New IT [such as Internet of Things (IoT), cloud computing, big data, mobile Internet, and cyber-physical systems (CPS)] have played pivotal roles in promoting smart manufacturing. Data generated in the physical world can be sensed and transfered to the cyber world through IoT and the Internet, and be processed and analyzed by cloud computing, big data technologies to adjust the physical world. The physical world and the cyber world of manufacturing are integrated based on CPS. On the other hand, servitization has become a prominent trend in the manufacturing. Embracing the concept of “Manufacturing-as-a-Service,” manufacturing is provided as service for users. Because of the characteristics of interoperability and platform independence, services pave the way for large-scale smart applications and manufacturing collaboration. Combining New IT and services, this paper proposes a framework-New IT driven service-oriented smart manufacturing (SoSM). SoSM aims at facilitating the visions of smart manufacturing by making full use of New IT and services. Complementary to the framework of SoSM, the New IT driven typical characteristics of SoSM are also investigated and discussed, respectively.;"Manufacturing; cloud computing; big data; industries; collaboration; production";Mature;Emerging;4;0
66;2018;Digital Twin for rotating machinery fault diagnosis in smart manufacturing;With significant advancement in information technologies, Digital Twin has gained increasing attention as it offers an enabling tool to realise digitally-driven, cloud-enabled manufacturing. Given the nonlinear dynamics and uncertainty involved during the process of machinery degradation, proper design and adaptability of a Digital Twin model remain a challenge. This paper presents a Digital Twin reference model for rotating machinery fault diagnosis. The requirements for constructing the Digital Twin model are discussed, and a model updating scheme based on parameter sensitivity analysis is proposed to enhance the model adaptability. Experimental data are collected from a rotor system that emulates an unbalance fault and its progression. The data are then input to a Digital Twin model of the rotor system to investigate its ability of unbalance quantification and localisation for fault diagnosis. The results show that the constructed Digital Twin rotor model enables accurate diagnosis and adaptive degradation analysis.;"Digital twin; digital manufacturing; cyber-physical system; fault diagnosis";Emerging;Emerging;2;1
67;2016;Digital Twin Data Modeling with AutomationML and a Communication Methodology for Data Exchange;In the context of the Cyber Physical Systems toward the realization of a Digital Twin system for future manufacturing and product service systems we propose the use of AutomationML to model attributes related to the Digital Twin. Also, we propose that this model is very useful for data exchange between different systems that are connected with the Digital Twin. We present a case study where a industrial component was modeled and simulated to prove that our methodology works.;"Industry 4.0; Cyber Physical Systems (CPS); Internet of Things (IoT); Digital Twin; data exchange";Emerging;Mature;2;0
68;2015;A dynamic model and an algorithm for short-term supply chain scheduling in the smart factory industry 4.0;Smart factories Industry 4.0 on the basis of collaborative cyber-physical systems represents a future form of industrial networks. Supply chains in such networks have dynamic structures which evolve over time. In these settings, short-term supply chain scheduling in smart factories Industry 4.0 is challenged by temporal machine structures, different processing speed at parallel machines and dynamic job arrivals. In this study, for the first time, a dynamic model and algorithm for short-term supply chain scheduling in smart factories Industry 4.0 is presented. The peculiarity of the considered problem is the simultaneous consideration of both machine structure selection and job assignments. The scheduling approach is based on a dynamic non-stationary interpretation of the execution of the jobs and a temporal decomposition of the scheduling problem. The algorithmic realisation is based on a modified form of the continuous maximum principle blended with mathematical optimisation. A detailed theoretical analysis of the temporal decomposition and computational complexity is performed. The optimality conditions as well as the structural properties of the model and the algorithm are investigated. Advantages and limitations of the proposed approach are discussed.;"supply chain scheduling; smart factory; structure dynamics; flexible flow shop; alternative machines; optimal programme control";Emerging;Buzz;2;0
69;2020;Industrial internet of things: Recent advances, enabling technologies and open challenges;The adoption of emerging technological trends and applications of the Internet of Things (IoT) in the industrial systems is leading towards the development of Industrial IoT (IIoT). IIoT serves as a new vision of IoT in the industrial sector by automating smart objects for sensing, collecting, processing and communicating the real-time events in industrial systems. The major objective of IIoT is to achieve high operational efficiency, increased productivity, and better management of industrial assets and processes through product customization, intelligent monitoring applications for production floor shops and machine health, and predictive and preventive maintenance of industrial equipment. In this paper, we present a new and clear definition of IIoT, which can help the readers to understand the concept of IIoT. We have described the state-of-the-art research efforts in IIoT. Finally, we have highlighted the enabling technologies for IIoT and recent challenges faced by IIoT.;"Industrial internet of things; Industry 4.0; Cyber physical systems; Cloud computing; Blockchain; Artificial intelligence; Virtual reality";Emerging;Emerging;2;1
70;;Artificial intelligence and smart vision for building and construction 4.0: Machine and deep learning methods and applications;"This article presents a state-of-the-art review of the applications of Artificial Intelligence (AI), Machine Learning (ML), and Deep Learning (DL) in building and construction industry 4.0 in the facets of architectural design and visualization; material design and optimization; structural design and analysis; offsite manufacturing and automation; construction management, progress monitoring, and safety; smart operation, building management and health monitoring; and durability, life cycle analysis, and circular economy. This paper presents a unique perspective on applications of AI/DL/ML in these domains for the complete building lifecycle, from conceptual stage, design stage, construction stage, operational and maintenance stage until the end of life. Furthermore, data collection strategies using smart vision and sensors, data cleaning methods (post-processing), data storage for developing these models are discussed, and the challenges in model development and strategies to overcome these challenges are elaborated. Future trends in these domains and possible research avenues are also presented.";"Artificial intelligence; Machine learning; Deep learning; Automation; Internet of things; Building information modelling; Smart vision; Convolution neural network; Generative adversarial network; Artificial neural network";Emerging;Emerging;2;1
71;2017;A Digital Twin-Based Approach for Designing and Multi-Objective Optimization of Hollow Glass Production Line;Various new national advanced manufacturing strategies, such as Industry 4.0, Industrial Internet, and Made in China 2025, are issued to achieve smart manufacturing, resulting in the increasing number of newly designed production lines in both developed and developing countries. Under the individualized designing demands, more realistic virtual models mirroring the real worlds of production lines are essential to bridge the gap between design and operation. This paper presents a digital twin-based approach for rapid individualized designing of the hollow glass production line. The digital twin merges physics-based system modeling and distributed real-time process data to generate an authoritative digital design of the system at pre-production phase. A digital twin-based analytical decoupling framework is also developed to provide engineering analysis capabilities and support the decision-making over the system designing and solution evaluation. Three key enabling techniques as well as a case study in hollow glass production line are addressed to validate the proposed approach.;"Optimization; data models; couplings; glass; conferences";Emerging;Emerging;2;1
72;2019;The blockchain: State-of-the-art and research challenges;The blockchain revolutionizes the creation of both scalable information technology systems and diversified applications by integrating the increasingly popular artificial intelligence, cloud computing, and big data. Various industries have recently begun to implement the exploration of blockchain. It will not take long for the blockchain to spread all over the world. In order to identify and further the development of the blockchain technology, this paper reviews the extant studies on the blockchain and its key components, blockchain-based IoT, blockchain-based security, blockchain-based data management, and the main applications based on the blockchain, and it delineates potential trends and challenges. This study provides a comprehensive overview of state-of-the-art blockchain and describes a forward-looking direction.;"Blockchain; Decentralization; Smart Contract; Security; Privacy";Mature;Buzz;4;0
73;2019;Data-Driven Methods for Predictive Maintenance of Industrial Equipment: A Survey;"With the tremendous revival of artificial intelligence, predictive maintenance (PdM) based on data-driven methods has become the most effective solution to address smart manufacturing and industrial big data, especially for performing health perception (e.g., fault diagnosis and remaining life assessment). Moreover, because the existing PdM research is still in primary experimental stage, most works are conducted utilizing several open-datasets, and the combination with specific applications such as rotating machinery is especially rare. Hence, in this paper, we focus on data-driven methods for PdM, present a comprehensive survey on its applications, and attempt to provide graduate students, companies, and institutions with the preliminary understanding of the existing works recently published. Specifically, we first briefly introduce the PdM approach, illustrate our PdM scheme for automatic washing equipment, and demonstrate the challenges encountered when we conduct a PdM research. Second, we classify the specific industrial applications based on six algorithms of machine learning and deep learning (DL), and compare five performance metrics for each classification. Furthermore, the accuracy (a metric to evaluate the algorithm performance) of these PdM applications is analyzed in detail. There are some important conclusions: 1) the data used in the summarized literature are mostly from public datasets, such as case western reserve university (CWRU)/intelligent maintenance systems (IMS); and 2) in recent years, researchers seem to focus more on DL algorithms for PdM research. Finally, we summarize the common features regarding our surveyed PdM applications and discuss several potential directions.";"Predictive maintenance; prognostics and health management; predictive models; data models; fault diagnosis; machine learning algorithms";Buzz;Mature;3;0
74;2020;Blockchain for Industry 4.0: A Comprehensive Review;Due to the proliferation of ICT during the last few decades, there is an exponential increase in the usage of various smart applications such as smart farming, smart healthcare, supply-chain & logistics, business, tourism and hospitality, energy management etc. However, for all the aforementioned applications, security and privacy are major concerns keeping in view of the usage of the open channel, i.e., Internet for data transfer. Although many security solutions and standards have been proposed over the years to enhance the security levels of aforementioned smart applications, but the existing solutions are either based upon the centralized architecture (having single point of failure) or having high computation and communication costs. Moreover, most of the existing security solutions have focussed only on few aspects and fail to address scalability, robustness, data storage, network latency, auditability, immutability, and traceability. To handle the aforementioned issues, blockchain technology can be one of the solutions. Motivated from these facts, in this paper, we present a systematic review of various blockchain-based solutions and their applicability in various Industry 4.0-based applications. Our contributions in this paper are in four fold. Firstly, we explored the current state-of-the-art solutions in the blockchain technology for the smart applications. Then, we illustrated the reference architecture used for the blockchain applicability in various Industry 4.0 applications. Then, merits and demerits of the traditional security solutions are also discussed in comparison to their countermeasures. Finally, we provided a comparison of existing blockchain-based security solutions using various parameters to provide deep insights to the readers about its applicability in various applications.;"Industries; medical services; computer architecture; data privacy; Internet";Buzz;Buzz;3;1
75;2020;A hybrid predictive maintenance approach for CNC machine tool driven by Digital Twin;As a typical manufacturing equipment, CNC machine tool (CNCMT) is the mother machine of industry. Fault of CNCMT might cause the loss of precision and affect the production if troubleshooting is not timely. Therefore, the reliability of CNCMT has a big significance. Predictive maintenance is an effective method to avoid faults and casualties. Due to less consideration of the status variety and consistency of CNCMT in its life cycle, current methods cannot achieve accurate, timely and intelligent results. To realize reliable predictive maintenance of CNCMT, a hybrid approach driven by Digital Twin (DT) is studied. This approach is DT model-based and DT data-driven hybrid. With the proposed framework, a hybrid predictive maintenance algorithm based on DT model and DT data is researched. At last, a case study on cutting tool life prediction is conducted. The result shows that the proposed method is feasible and more accurate than single approach.;"CNC machine tool; Digital Twin; Hybrid approach; Predictive maintenance";Emerging;Emerging;2;1
